search URL:,https://patents.google.com/?q=%28logistics+automation+inventory+management+distribution+system+freight+management+warehousing+supply+chain+or+transportation%29&page=1&oq=logistics+or+automation+or+inventory+management+or+distribution+system+or+freight+management+or+warehousing+or+supply+chain+or+transportation
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2014279434-A1,"Devices, methods, and systems for managing one or more resources for one or more extrinsic client entities ",Elwha Llc,"Pablos Holman, Roderick A. Hyde, Royce A. Levien, Richard T. Lord, Robert W. Lord, Mark A. Malamud",2013-03-15,2013-09-13,2014-09-18,,https://patents.google.com/patent/US20140279434A1/en,https://patentimages.storage.googleapis.com/ed/9f/7a/6813a955741f9e/US20140279434A1-20140918-D00000.png
US-2023229542-A1,Failure Prediction in a Computing System Based on Machine Learning Applied to Alert Data ,"Servicenow, Inc.","Matthew Lawrence Watkins, Dinesh Kumar Kishorkumar Surapaneni, Baskar Jayaraman",2022-01-14,2022-01-14,2023-07-20,,https://patents.google.com/patent/US20230229542A1/en,https://patentimages.storage.googleapis.com/a1/95/8c/c41d9bac81deca/US20230229542A1-20230720-D00000.png
US-2021221719-A1,Engineered yeast as a method for bioremediation ,Massachusetts Institute Of Technology,"George Le-Le Sun, Angela M. Belcher",2017-02-02,2020-09-03,2021-07-22,,https://patents.google.com/patent/US20210221719A1/en,https://patentimages.storage.googleapis.com/52/01/e5/b7bea0a2c696fc/US20210221719A1-20210722-D00000.png
CN-106952102-A,A kind of edible oil electronics traceability system ,广东省食品药品监督管理局政务服务中心,"李建魁, 曾祥卫, 陈舜让, 潘烁, 阳小年",2017-03-24,2017-03-24,2017-07-14,,https://patents.google.com/patent/CN106952102A/en,
WO-2022115689-A1,Wound therapy systems ,J&M Shuler Medical Inc.,Michael Simms Shuler,2020-11-27,2021-11-29,2022-06-02,,https://patents.google.com/patent/WO2022115689A1/en,
CN-109291847-A,A kind of intelligent multifunctional gas molecule cold chain vehicle ,华星隆慧（北京）科贸有限责任公司,"逄锐, 侯光献",2018-09-26,2018-09-26,2019-02-01,,https://patents.google.com/patent/CN109291847A/en,
CA-2499305-A1,Method and apparatus for providing geographically targeted information and advertising ,"668158 B.C. Ltd., John Taschereau",John Taschereau,2005-03-04,2005-03-04,2006-09-04,,https://patents.google.com/patent/CA2499305A1/en,
KR-20220006066-A,Reducing parameters to design experiments and plate models for small-scale microorganisms to improve performance prediction at large-scale ,지머젠 인코포레이티드,"콕 스테판 드, 피터 엔야트, 리차드 한센, 트렌트 헉, 크리스털 험프리스, 새라 리더, 자카라이야 세르버, 에린 쉘만, 아멜리아 테일러, 토마스 트레이너, 크리스티나 타이너",2019-05-08,2020-05-05,2022-01-14,,https://patents.google.com/patent/KR20220006066A/en,https://patentimages.storage.googleapis.com/2f/f9/f9/a02bb7a3c2d736/pct00030.png
BR-112018007297-B1,"ADSORPTION SYSTEM FOR FLAVORING ENRICHMENT, METHOD FOR OPERATING AN ADSORPTION SYSTEM, FLAVORING CONCENTRATE, DE-FLAVOURED PERMEATE AND FOOD AND/OR BEVERAGE ",Flavologic Gmbh,"Alexander Hãsselbarth, Claudia Geyer",2015-11-06,2016-11-04,2022-07-05,,https://patents.google.com/patent/BR112018007297B1/en,https://patentimages.storage.googleapis.com/5a/00/5a/1144eed4aca225/img0004.png
US-2015160225-A1,Renal Cell Carcinoma Biomarkers and Uses Thereof ,"Somalogic, Inc.","Rachel M. Ostroff, Stephen Alaric Williams, Michael Riel-Mehan, Edward N. Brody, Alex A.E. Stewart, Shintaro Kato",2011-08-22,2014-12-10,2015-06-11,,https://patents.google.com/patent/US20150160225A1/en,https://patentimages.storage.googleapis.com/5c/12/64/e44a8cd882d6e6/US20150160225A1-20150611-D00001.png
JP-6232530-B2,"Improvement and utilization of ""buoyancy power generation method"" ","徹自 上坂, 徹自 上坂","徹自 上坂, 徹自 上坂",2015-04-30,2016-04-27,2017-11-15,2017-11-15,https://patents.google.com/patent/JP6232530B2/en,
CN-116458179-A,User interface for remote vehicle monitoring ,祖克斯有限公司,"A·C·奥斯特里亚, T·D·肯特力-克雷, J·W·S·赖, F·R·拉米雷斯, D·舍费尔",2020-11-30,2021-11-09,2023-07-18,,https://patents.google.com/patent/CN116458179A/en,
CN-106448132-A,Conventional public traffic service index real-time evaluation system and method ,中国科学院深圳先进技术研究院,"关金平, 关志超, 须成忠",2016-08-01,2016-08-01,2017-02-22,,https://patents.google.com/patent/CN106448132A/en,
CN-111312367-A,Campus personnel abnormal psychological prediction method based on self-adaptive cloud management platform ,成都派沃智通科技有限公司,"黄希, 聂贻俊, 刘翼",2020-05-11,2020-05-11,2020-06-19,,https://patents.google.com/patent/CN111312367A/en,https://patentimages.storage.googleapis.com/05/29/ed/1347b063088a8d/200507092240.png
CN-115867928-A,Digital cloud-based platform and method for providing cognitive cross-collaboration access to shell communications using authentication attribute parameters and operational adjustment tags ,本林克股份公司,"马丁·E·科尔兰, 里卡多·弗兰科·塞马代尼, 罗斯·奥马尔·沃德, 西蒙娜·伊丽莎白·文德勒",2020-04-20,2021-03-24,2023-03-28,,https://patents.google.com/patent/CN115867928A/en,https://patentimages.storage.googleapis.com/f6/78/11/6d562e39fb42de/HDA0004005820570000011.png
CA-2938307-A1,"Systems and methods of processing data involving terminal operations including tracking, appointment and/or other features ","Ports America Group, Inc., Irina SHEYKH-ZADE, Geeta Desai, Sophie MIRON, Chung Daniel Song, Nathan Johnson, Theresa HILL, Eldar Sheykh-Zade, Liang Lu, Teresa DUFFY, Kathryn R. Scott, Young Ii Moon","Irina SHEYKH-ZADE, Geeta Desai, Sophie MIRON, Chung Daniel Song, Nathan Johnson, Theresa HILL, Eldar Sheykh-Zade, Liang Lu, Teresa DUFFY, Kathryn R. Scott, Young Ii Moon",2014-01-29,2015-01-29,2015-08-06,,https://patents.google.com/patent/CA2938307A1/en,
US-11725493-B2,"Method, system and compure- readable storage media for controlling filed equipment by analyzing information received from interface ",Schlumberger Technology Corporation,"Jean-Marc Pietrzyk, Richard John Harmer",2018-06-21,2021-10-18,2023-08-15,2023-08-15,https://patents.google.com/patent/US11725493B2/en,https://patentimages.storage.googleapis.com/a8/9c/9a/08843cd8ba1ac4/US11725493-20230815-D00000.png
US-2020346792-A1,"Picking, placing, and scanning bagged clothing and other articles ",Soft Robotics Inc.,"Jeffrey CURHAN, Brendan Cavanaugh, William Gunner",2019-04-30,2020-04-30,2020-11-05,,https://patents.google.com/patent/US20200346792A1/en,https://patentimages.storage.googleapis.com/b9/79/22/c33b343e757247/US20200346792A1-20201105-D00000.png
BR-112013001330-B1,AUTOMATED SEED SAMPLE AND METHOD REMOVAL SYSTEMS TO REMOVE SEED FABRIC SAMPLES ,Monsanto Technology Llc,"Kevin L. Deppermann, Michael W. Petersen, Allen N. Ondes, David W. Finley, William M.Fischer, John M.Jensen, David Butruille, Stanton Dotson, Sam Eathington, Heather M.Forbes, Bruce Schnicker, John Tamulonis",2010-07-20,2011-07-19,2019-04-02,,https://patents.google.com/patent/BR112013001330B1/en,
CN-106325336-A,Refrigeration and freshness preservation box control system ,广东锐捷安全技术股份有限公司,"冯毅, 吴德全",2016-08-19,2016-08-24,2017-01-11,,https://patents.google.com/patent/CN106325336A/en,
JP-2023513306-A,Systems and methods for detecting and preventing agitation episodes ,バイオエクセル セラピューティクス，インコーポレイテッド,"ディー． ヨッカ，フランク, ビボ，マイケル デ, リシンガー，ロバート, セス，スベンドゥ, マジャーニック，マーティン, アール． カーリン，ダニエル, ジェミソン，ジャミーレ, ウォルド，アレクサンダー, ドス サントス ピンヘイロ，ミゲル アマヴェル",2020-02-14,2021-02-12,2023-03-30,,https://patents.google.com/patent/JP2023513306A/en,https://patentimages.storage.googleapis.com/f3/17/aa/02b0dd0d10e99d/2023513306000016.png
CN-111915322-A,Scanning encoded images on physical objects to determine parameters for a manufacturing process ,美光科技公司,G·普林奇帕托,2019-05-09,2020-05-07,2020-11-10,,https://patents.google.com/patent/CN111915322A/en,https://patentimages.storage.googleapis.com/ca/16/21/36713b4e7220c2/HDA0002481372970000011.png
WO-2018071788-A1,Vendor payment sharing system ,"Wal-Mart Stores, Inc.","Brian Gerard Mchale, Bruce Walter Wilkinson, Todd MATTINGLY, Anton Valkov, Donald R. HIGH, V John J. O'BRIEN",2016-10-15,2017-10-13,2018-04-19,,https://patents.google.com/patent/WO2018071788A1/en,
US-2023334271-A1,Systems and methods for encoding and decoding data ,"Hand Held Products, Inc.","Rene Martinez, Shashidhar RAMAMURTHY, James PETERNEL",2019-12-19,2023-06-26,2023-10-19,,https://patents.google.com/patent/US20230334271A1/en,https://patentimages.storage.googleapis.com/08/f1/d4/fff3480f4766a9/US20230334271A1-20231019-D00000.png
US-2018139171-A1,"Systems, apparatuses and methods for tracking assets using domain name system signaling ","Armada Logistics, Inc.","Konstantin Klitenik, Marc Held",2016-11-17,2017-11-17,2018-05-17,,https://patents.google.com/patent/US20180139171A1/en,https://patentimages.storage.googleapis.com/49/67/51/ad176b04e74a1b/US20180139171A1-20180517-D00000.png
CN-107444824-A,Consolidating the load caching system and hopper storage radio frequency ,山东兰剑物流科技股份有限公司,"吴耀华, 张小艺, 蒋霞, 张贻弓",2017-09-30,2017-09-30,2017-12-08,,https://patents.google.com/patent/CN107444824A/en,
CN-105980849-B,Digital due date device systems ,英诺斯森提亚公司,马丁·安德烈亚斯·奥尔松,2014-02-24,2015-02-24,2019-09-20,2019-09-20,https://patents.google.com/patent/CN105980849B/en,
CN-107138398-A,Retrospective device is automatically separated based on the trace to the source grain of particle of two-dimensional bar code ,南京农业大学,"梁琨, 陈小河, 沈明霞, 陈玉仑",2017-06-27,2017-06-27,2017-09-08,,https://patents.google.com/patent/CN107138398A/en,
CN-114078602-A,"System, method and application for realizing rapid tracing, screening and control of key crowds based on big data and AI technology in infectious disease prevention and control ","上海市疾病预防控制中心, 上海市预防医学研究院, 上海市卫生健康委员会, 上海市卫生健康信息中心, 万达信息股份有限公司","夏寒, 冯骏, 赵丹丹, 付晨, 张�浩, 谢桦, 陈昕, 唐怡雯, 夏天, 潘铮, 张�诚, 钱晨嗣, 杨妹, 道理, 林维晓, 许锦, 刘星航, 毛丹",2020-08-19,2020-08-19,2022-02-22,,https://patents.google.com/patent/CN114078602A/en,https://patentimages.storage.googleapis.com/cc/1d/3b/32d61a6453c4c1/HDA0002640045390000011.png
CN-210864734-U,Commodity circulation supply chain management platform's bar code scanner position adjustment device ,深圳吉链区块链技术有限公司,庄浩,2019-12-20,2019-12-20,2020-06-26,2020-06-26,https://patents.google.com/patent/CN210864734U/en,https://patentimages.storage.googleapis.com/36/ed/25/61c6989f5dad6a/HDA0002328643240000011.png
US-2015293512-A1,Method and system for providing optimization in data-driven environments ,Nathan EGGE,Nathan EGGE,2011-12-30,2012-12-30,2015-10-15,,https://patents.google.com/patent/US20150293512A1/en,https://patentimages.storage.googleapis.com/20/34/53/070b36f0693223/US20150293512A1-20151015-D00000.png
WO-2011139687-A1,Systems and methods for automatically detecting deception in human communications expressed in digital form ,The Trustees Of The Stevens Institute Of Technology,"Rajarathnam Chandramouli, Xiaoling Chen, Koduvayur P. Subbalakshmi, Rohan Perera",2010-04-26,2011-04-26,2011-11-10,,https://patents.google.com/patent/WO2011139687A1/en,
CN-108596794-A,"Tourism, culture creation and electric business integrated synthesis service platform ",广州市宝比万像软件科技有限公司,许渊智,2018-04-03,2018-04-03,2018-09-28,,https://patents.google.com/patent/CN108596794A/en,
WO-2018114586-A1,Distributed blockchain-based method for the collective signing of a file by several parties ,Itext Group Nv,Bruno LOWAGIE,2016-12-22,2017-12-14,2018-06-28,,https://patents.google.com/patent/WO2018114586A1/en,
US-2022135075-A1,Safety decomposition architecture for autonomous machine applications ,Nvidia Corporation,"Julia Ng, Sachin Pullaikudi Veedu, David Nister, Hanne Buur, Hans Jonas Nilsson, Hon Leung Lee, Yunfei Shi, Charles Jerome Vorbach, JR.",2020-11-02,2021-10-08,2022-05-05,,https://patents.google.com/patent/US20220135075A1/en,https://patentimages.storage.googleapis.com/04/6b/c4/efa90d10c6977f/US20220135075A1-20220505-D00000.png
US-2020234003-A1,"Method, system and apparatus for generating, editing, and deploying native mobile apps and utilizing deep learning for instant digital conversion ",Alex Bakman,Alex Bakman,2017-02-27,2019-10-07,2020-07-23,,https://patents.google.com/patent/US20200234003A1/en,https://patentimages.storage.googleapis.com/80/a3/72/f6298fa2eed73d/US20200234003A1-20200723-D00000.png
MX-PA06012413-A,Activating a data tag by load or orientation or user control. ,Kimberly Clark Co,"Fung-Jou Chen, Jeffrey Dean Lindsay, Herb Flores Velazquez, Eric Francis Wagner",2004-04-30,2005-01-19,2007-01-17,,https://patents.google.com/patent/MXPA06012413A/en,
CN-109919576-A,"Procreative collaboration method, apparatus and intelligent terminal ","宁波吉利汽车研究开发有限公司, 吉利汽车研究院（宁波）有限公司","王腾飞, 丁华, 李红, 刘朝霞",2019-02-02,2019-02-02,2019-06-21,,https://patents.google.com/patent/CN109919576A/en,
CN-104245733-A,Dual variable domain immunoglobulins and uses thereof ,艾伯维公司,"T.哈于尔, 顾继杰, C.L.古德罗",2011-12-30,2012-12-28,2014-12-24,,https://patents.google.com/patent/CN104245733A/en,
US-2013124299-A1,Optimizing Communication of Content Through Networked Media ,"Epic Media Group, INC.","Gerard J. Montgomery, Richard S. Okin",2011-09-06,2012-09-06,2013-05-16,,https://patents.google.com/patent/US20130124299A1/en,https://patentimages.storage.googleapis.com/ca/d2/dc/b47d94240abb86/US20130124299A1-20130516-D00000.png
US-2022124820-A1,"Method for terminal to perform random access channel procedure in wireless communication system, and device for same ",Lg Electronics Inc.,Hyunsoo Ko,2019-02-15,2020-02-17,2022-04-21,,https://patents.google.com/patent/US20220124820A1/en,https://patentimages.storage.googleapis.com/19/bf/45/1ff68ce1e2627b/US20220124820A1-20220421-D00000.png
CN-112429453-A,Heavy-load stacker ,昆船智能技术股份有限公司,"刘红文, 方锦明, 金国峰, 杨丽娜, 张云龙, 王新红, 陈丽彬, 唐宏强, 李雪松",2020-12-07,2020-12-07,2021-03-02,,https://patents.google.com/patent/CN112429453A/en,https://patentimages.storage.googleapis.com/8c/76/91/0571126d0cc981/HDA0002820704020000011.png
CN-101444024-A,Management console providing an interface for featured sets of digital automation systems ,谷歌公司,"R·斯蒂尔伯格, C·斯蒂尔伯格",2005-03-17,2006-03-15,2009-05-27,,https://patents.google.com/patent/CN101444024A/en,https://patentimages.storage.googleapis.com/e9/6f/1b/a648d4c1359ffc/A200680015617E00381.png
CN-101734460-A,Automatic management shelf and driving method ,何平,何平,2009-11-04,2009-11-04,2010-06-16,,https://patents.google.com/patent/CN101734460A/en,https://patentimages.storage.googleapis.com/98/08/36/10aea29429a913/H2009101537484E0000011.png
CN-108382650-B,Grabbing type bagging machine ,武汉人天包装自动化技术股份有限公司,"赵伟, 李响, 范爱华, 田彬, 李怀刚, 程亮",2018-02-13,2018-02-13,2020-08-11,2020-08-11,https://patents.google.com/patent/CN108382650B/en,https://patentimages.storage.googleapis.com/b9/4f/d8/97c8c0fbb6edb1/HDA0001579375440000011.png
JP-2023539593-A,Kiosk for evaluating and purchasing used electronic devices ,エコエーティーエム， エルエルシー,"ババク フォルタンポール，, テッド レイ グッディング，",2020-08-25,2021-08-24,2023-09-15,,https://patents.google.com/patent/JP2023539593A/en,https://patentimages.storage.googleapis.com/d2/e3/83/c0ae45d3a660af/2023539593000002.png
US-2014279432-A1,"Devices, methods, and systems for interactions between intermediary devices and extrinsic client devices ",Elwha Llc,"Pablos Holman, Roderick A. Hyde, Royce A. Levien, Richard T. Lord, Robert W. Lord, Mark A. Malamud",2013-03-15,2013-09-13,2014-09-18,,https://patents.google.com/patent/US20140279432A1/en,https://patentimages.storage.googleapis.com/04/c8/d0/635a4ed9ef725a/US20140279432A1-20140918-D00000.png
US-11494417-B2,Automated email classification in an information management system ,"Commvault Systems, Inc.","Mrityunjay UPADHYAY, Pavan Kumar Reddy Bedadala, Marcelo DOS REIS MANSANO",2020-08-07,2020-08-07,2022-11-08,2022-11-08,https://patents.google.com/patent/US11494417B2/en,https://patentimages.storage.googleapis.com/c6/72/dd/60434b7a9ad5d9/US11494417-20221108-D00000.png
US-2022338756-A1,System and method for automatic detection of disease-associated respiratory sounds ,Insubiq Inc.,"Igor Dzhekiev, Eugene Nikolaev",2020-11-02,2021-11-01,2022-10-27,,https://patents.google.com/patent/US20220338756A1/en,https://patentimages.storage.googleapis.com/df/a2/c3/029e118ca8ae46/US20220338756A1-20221027-D00000.png
MX-PA05013463-A,Device and process for packaging tyres. ,Michelin Rech Tech,Bernard Sergere,2004-12-16,2005-12-09,2006-06-19,,https://patents.google.com/patent/MXPA05013463A/en,
CN-108346059-A,A kind of agri-food supply chains traceability system based on block chain ,广东工业大学,"李志�, 宋汶璟, 敬毅, 何少伟, 张俊",2018-01-26,2018-01-26,2018-07-31,,https://patents.google.com/patent/CN108346059A/en,
CN-111985938-A,"Method, device and equipment for verifying authenticity of cross-border transaction ",支付宝(杭州)信息技术有限公司,黄磊,2020-08-18,2020-08-18,2020-11-24,,https://patents.google.com/patent/CN111985938A/en,https://patentimages.storage.googleapis.com/08/c0/f0/61e3d9e31da5c9/HDA0002637514660000011.png
US-2021142126-A1,Artificial Intelligence Based Fraud Detection System ,Oracle International Corporation,"II William M. WARRICK, Su-Ming Wu, Stephen CLEGG, Randall FERNANDES",2019-11-13,2019-11-13,2021-05-13,,https://patents.google.com/patent/US20210142126A1/en,https://patentimages.storage.googleapis.com/bc/22/f6/fdaf8d838d7450/US20210142126A1-20210513-D00000.png
JP-2014510323-A,Geographically localized recommendations in computing advice facilities ,イーベイ  インク．,"ピンクニー，トーマス, ディクソン，クリストファー, ライアン ガッティス，マシュー",2011-01-06,2012-01-05,2014-04-24,,https://patents.google.com/patent/JP2014510323A/en,
US-2010261180-A1,"Recombinant perforin, expression and uses thereof ",Peter Maccallum Cancer Institute,"Joseph Albert Trapani, Mark John Smyth",2004-03-01,2010-02-12,2010-10-14,,https://patents.google.com/patent/US20100261180A1/en,https://patentimages.storage.googleapis.com/98/3e/5f/8bcfe9c9756745/US20100261180A1-20101014-D00001.png
CN-109567565-A,A method of adjust automatically cooks order in the automatic cooking machine continuously cooked ,广州餐无忧科技有限公司,胡俊文,2019-02-01,2019-02-01,2019-04-05,,https://patents.google.com/patent/CN109567565A/en,
KR-20200067145-A,AXL-specific antibodies and uses thereof ,내셔날 리서치 카운실 오브 캐나다,"케빈 헨리, 마리아 루즈 자라밀로, 콜린 로저 메켄지, 안 마르실",2017-09-13,2018-09-10,2020-06-11,,https://patents.google.com/patent/KR20200067145A/en,https://patentimages.storage.googleapis.com/0a/f2/d0/2abacbc9a70676/pct00039.png
WO-2019216733-A1,"Method for transmitting and receiving uplink channel in wireless communication system, and device for same ",엘지전자 주식회사,"박종현, 강지원, 김형태, 박해욱",2018-05-11,2019-05-13,2019-11-14,,https://patents.google.com/patent/WO2019216733A1/en,https://patentimages.storage.googleapis.com/30/63/44/25644d85ac6e85/PCTKR2019005734-appb-img-000054.png
ES-2881824-T3,System and method for biometric protocol standards ,Veridium Ip Ltd,"Scott Streit, Jonathan Mather, Asem Othman, Ionut Dumitran, Thomas Wood",2015-08-21,2016-08-22,2021-11-30,2021-11-30,https://patents.google.com/patent/ES2881824T3/en,
CN-105539828-A,Petrol-electric hybrid multi-rotor aerial vehicle capable of self electricity generation ,陈蜀乔,"赵成俊, 陈蜀乔, 马李斌",2015-12-08,2015-12-08,2016-05-04,,https://patents.google.com/patent/CN105539828A/en,
CN-112334871-A,Action verification for digital assistant-based applications ,谷歌有限责任公司,"达尔马·穆帕拉, 尼基·拉奥",2019-06-05,2019-06-05,2021-02-05,,https://patents.google.com/patent/CN112334871A/en,https://patentimages.storage.googleapis.com/82/3f/a1/997241779a214d/HDA0002251536800000011.png
WO-2015006351-A1,Consumer information and sensing system for nutritional substances ,Minvielle Eugenio,Eugenio MINVIELLE,2013-07-08,2014-07-08,2015-01-15,,https://patents.google.com/patent/WO2015006351A1/en,
WO-2014028494-A1,Detecting and treating liver damage ,The Regents Of The University Of California,"Ariel E. Feldstein, Aikiko EGUCHI",2012-08-13,2013-08-13,2014-02-20,,https://patents.google.com/patent/WO2014028494A1/en,
US-10037194-B2,Systems and methods for visual data management ,"American Express Travel Related Services Company, Inc.","Eric C. Beck, Anadi Bhalla, Abdul A. Habib, Preeti Jain, Michael B. Macal, Harish R. Naik, Satish T. Narayanan, Brian C. Rosenfield",2016-01-22,2016-01-22,2018-07-31,2018-07-31,https://patents.google.com/patent/US10037194B2/en,https://patentimages.storage.googleapis.com/38/e2/84/b0a3d2cc07c4c8/US10037194-20180731-D00000.png
CN-109791715-A,Shipment device ,日本烟草产业株式会社,及川步,2016-10-07,2017-08-01,2019-05-21,,https://patents.google.com/patent/CN109791715A/en,
US-10194581-B2,Method of applying an active ingredient to a geographic area using an agricultural implement ,Cnh Industrial America Llc,"Lyle P. Mangen, Aaron R. Tollefsrud, Todd T. Taylor",2013-03-12,2017-12-15,2019-02-05,2019-02-05,https://patents.google.com/patent/US10194581B2/en,https://patentimages.storage.googleapis.com/d1/77/e7/2e55689b960bdd/US10194581-20190205-D00000.png
US-2023210612-A1,Methods and systems for using voice input to control a surgical robot ,Ix Innovation Llc,"Jeffrey Roh, Justin Esterberg, John Cronin, Seth Cronin, Michael John Baker",2022-01-04,2022-08-31,2023-07-06,,https://patents.google.com/patent/US20230210612A1/en,https://patentimages.storage.googleapis.com/ef/54/53/55ae7f267e3171/US20230210612A1-20230706-D00000.png
CN-208868860-U,Layer flexible helical conveyer system ,上海道仁输送机械有限公司,"万晓光, 杜彩凡, 梅安平, 黄双, 周奇峰",2018-10-17,2018-10-17,2019-05-17,2019-05-17,https://patents.google.com/patent/CN208868860U/en,
EP-1762125-A1,Actuator comprising a memory part for a building management system ,Zumtobel Lighting GmbH,"Gerhard Jahn, Jozsef Fa",2004-05-28,2005-05-27,2007-03-14,,https://patents.google.com/patent/EP1762125A1/en,
US-2012143805-A1,Cancer Biomarkers and Uses Thereof ,"Somalogic, Inc.","Larry Gold, Edward N. Brody, Rachel M. Ostroff, Dominic Zichi, Alex A.E. Stewart, Michael Riel-Mehan, Mark Messenbaugh, Randee S. Schwartz, Jeffery Walker, Stephen Alaric Williams, Malti Nikrad",2008-09-09,2010-03-05,2012-06-07,,https://patents.google.com/patent/US20120143805A1/en,https://patentimages.storage.googleapis.com/6c/93/c3/03e8cf46efd5a6/US20120143805A1-20120607-D00000.png
US-2019246629-A1,Platelet Storage and Reduced Bacterial Proliferation In Platelet Products Using A Sialidase Inhibitor ,"Velico Medical, Inc., The Brigham And Women's Hospital, Inc.","Qiyong Peter Liu, Karin Hoffmeister, Robert Sackstein",2011-05-17,2019-04-22,2019-08-15,,https://patents.google.com/patent/US20190246629A1/en,https://patentimages.storage.googleapis.com/25/2c/fa/a0facd2d9cb31f/US20190246629A1-20190815-D00001.png
US-2020364510-A1,Network engine for intelligent passive touch resource analysis ,Bank Of America Corporation,"Joseph Benjamin Castinado, Kapil Chhibber, Catherine Ann Crepps, John Allen Sellers",2019-05-16,2019-05-16,2020-11-19,,https://patents.google.com/patent/US20200364510A1/en,https://patentimages.storage.googleapis.com/8e/89/aa/1b858165e8ec17/US20200364510A1-20201119-D00000.png
BR-112020024085-A2,computer-implemented mine design and planning method and ramp design method ,The University Of Melbourne,"Joachim Hyam Rubinstein, Juan Luis Yarmuch",2018-05-28,2019-05-28,2021-02-09,,https://patents.google.com/patent/BR112020024085A2/en,
CN-110182519-A,A kind of discharging device and accurate calculation load method of intelligent repository ,盐城品迅智能科技服务有限公司,成全全,2019-05-17,2019-05-17,2019-08-30,,https://patents.google.com/patent/CN110182519A/en,
US-2012165217-A1,Cancer Biomarkers and Uses Thereof ,"Somalogic, Inc.","Larry Gold, Edward N. Brody, Rachel M. Ostroff, Dominic Zichi, Alex A.E. Stewart, Michael Riel-Mehan, Mark Messenbaugh, Randee S. Schwartz, Jeffery Walker, Stephen Alaric Williams, Malti Nikrad",2008-10-06,2010-04-03,2012-06-28,,https://patents.google.com/patent/US20120165217A1/en,https://patentimages.storage.googleapis.com/9f/49/73/87a775848970c7/US20120165217A1-20120628-D00000.png
BR-112020019496-A2,"METHOD FOR EXPANDING LYMPHOCYTES INFILTRING TUMORS, POPULATION OF LYMPHOCYTES INFILTRING TUMORS, COMPOSITION OF CRYO-CONSERVATION, AND, INFUSION AND STORAGE BAGS ","Iovance Biotherapeutics, Inc.","Seth Wardell, James Bender",2018-03-29,2018-06-29,2021-01-12,,https://patents.google.com/patent/BR112020019496A2/en,
US-2022239357-A1,"Method for reporting channel state information in wireless communication system, and device therefor ",Lg Electronics Inc.,"Jaehoon Chung, Haewook Park, Jiwon Kang",2019-04-30,2020-04-29,2022-07-28,,https://patents.google.com/patent/US20220239357A1/en,https://patentimages.storage.googleapis.com/0e/06/f2/7f47fb14feaa7a/US20220239357A1-20220728-D00000.png
CN-114881365-A,Supply chain management method and supply chain management system based on block chain ,"国网河北省电力有限公司信息通信分公司, 北京邮电大学, 国家电网有限公司","程凯, 陈连栋, 张磊, 申培培, 刘咸通, 辛晓鹏, 赵林丛, 刘子州, 刘玮",2022-06-08,2022-06-08,2022-08-09,,https://patents.google.com/patent/CN114881365A/en,https://patentimages.storage.googleapis.com/ab/93/52/fe99aa8b526993/HDA0003684442320000011.png
CN-114275425-B,"Automatic check-in robot seeding and sorting system, method, equipment and medium ",星猿哲科技(上海)有限公司,"王新平, 萧宇杰, 曹鹏飞, 李珏堃, 周佳骥, 俞冠廷",2020-12-21,2020-12-21,2024-02-02,2024-02-02,https://patents.google.com/patent/CN114275425B/en,
CN-105917337-A,Improving designing and installation quoting for solar energy systems ,桑格威迪公司,亚当·普赖尔,2013-08-29,2014-08-28,2016-08-31,,https://patents.google.com/patent/CN105917337A/en,
CN-102791885-A,Methods and compositions for diagnosis and prognosis of renal injury and renal failure ,阿斯图特医药公司,"J·安德伯格, J·格雷, P·麦克弗森, K·中村, J·P·坎普夫",2010-02-05,2011-02-04,2012-11-21,,https://patents.google.com/patent/CN102791885A/en,
GB-2463795-A,Demand driven lean production control system. ,I2 Technologies Us Inc,"Timothy Hayes, Aamer Rehman",2008-09-27,2009-09-28,2010-03-31,,https://patents.google.com/patent/GB2463795A/en,
CN-115968285-A,"TGF-beta inhibition, agents and compositions therefor ",Gmp生物技术有限公司,V·德留,2020-03-18,2021-03-18,2023-04-14,,https://patents.google.com/patent/CN115968285A/en,https://patentimages.storage.googleapis.com/da/06/22/a3e055b7879bd8/HDA0003949662810000011.png
US-2021334895-A1,"System and method for collecting and storing environmental data in a digital trust model, and processing the data using an accounting infrastructure ",Kpmg Llp,"Venki KUMAR, Shekar Atmakur, Salvatore Joseph Ternullo, Padmini Ashok KUMAR",2020-04-24,2021-04-23,2021-10-28,,https://patents.google.com/patent/US20210334895A1/en,https://patentimages.storage.googleapis.com/a9/4b/c3/d1b11cee6ab415/US20210334895A1-20211028-D00000.png
US-11392553-B1,Remote data management ,"Pure Storage, Inc.","Tyler Power, Mark Emberson, Mark Cox",2018-04-24,2019-01-23,2022-07-19,2022-07-19,https://patents.google.com/patent/US11392553B1/en,https://patentimages.storage.googleapis.com/94/6f/b0/2138a703c280e6/US11392553-20220719-D00000.png
